world_id,name,description,image_url,climate,population,geography,history,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
690f88707ca28b390273316f,Vehr'amora,"Vehr'amora, le 'Grand Chemin Central', est le plus vaste continent d'Ahr'n. C'est le berceau de la civilisation Véh'ranii et le carrefour commercial du monde. Il abrite les plus grandes cités humaines, des forêts cristallines au nord, des plaines fertiles au centre, et des chaînes montagneuses à l'est. C'est ici que se trouvent les plus anciens Menhirs de Passage. Le climat est tempéré avec quatre saisons marquées.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/08186182b_Vehramora.png,"Tempéré continental - étés chauds, hivers froids, printemps et automnes doux","Plus de 300 millions d'habitants (40% humains, 60% autres races)","Plaines centrales fertiles, forêts cristallines au nord (Syl'varra), montagnes de l'Est (Vor'khar), grands fleuves navigables, lacs intérieurs",Colonisé il y a 3000 ans lors des Grandes Migrations. Premier continent unifié sous l'Empire Véh'ran avant son éclatement en royaumes.,,690f895f7ca28b3902733216,2025-11-08T18:18:07.971000,2025-11-15T12:34:42.735000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
690f88707ca28b390273316f,Thal'kyros,"Thal'kyros, 'Les Terres Aquatiques', est un continent archipel composé de milliers d'îles et de quelques grandes masses terrestres. Berceau des Thal'moriens, c'est un paradis maritime avec des cités sous-marines, des ports flottants, et des tempêtes tropicales spectaculaires. La culture maritime y est prédominante.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/726ee2278_Thalkyros.png,"Tropical et subtropical - chaud et humide toute l'année, saison des moussons","150 millions (60% Thal'moriens, 25% humains, 15% autres)","Archipels, cités sous-marines, récifs coralliens géants, volcans actifs, jungles tropicales, plages de sable noir",Les Thal'moriens y vivent depuis la nuit des temps. Contact avec les Véh'ranii il y a 2000 ans.,,690f895f7ca28b3902733217,2025-11-08T18:18:07.971000,2025-11-15T12:28:43.896000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
690f88707ca28b390273316f,Khar'duun,"Khar'duun, 'Le Désert de Verre Éternel', est un continent aride dominé par d'immenses étendues désertiques de sable et de verre fondu. Les températures extrêmes forgent des peuples résilients. Les Khar'dumii y ont bâti des cités-oasis spectaculaires. Le sous-sol recèle d'immenses réserves de cristaux et de métaux précieux.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/a9292a979_Kharduun.png,"Désertique extrême - très chaud le jour, froid la nuit, rares précipitations","80 millions (50% Khar'dumii, 20% humains, 30% autres)","Déserts de verre, dunes de sable, oasis vitales, canyons profonds, plateaux rocheux, tempêtes de sable",Les Khar'dumii s'y sont installés après un exode forcé il y a 2500 ans.,,690f895f7ca28b3902733218,2025-11-08T18:18:07.971000,2025-11-15T10:22:13.376000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
690f88707ca28b390273316f,Zeph'yndar,"Zeph'yndar, 'Les Royaumes du Ciel', est un continent montagneux avec d'immenses pics et des plateaux flottants maintenus en l'air par magie ancienne. Les Zeph'yniens y ont construit leurs cités aériennes. Le climat y est frais et ventueux, avec des tempêtes spectaculaires.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/71c1307d6_Zephyndar.png,"Alpin et sub-alpin - frais à froid, vents forts permanents, orages fréquents","60 millions (70% Zeph'yniens, 15% humains, 15% autres)","Îles flottantes, pics montagneux, vallées profondes, cascades gigantesques, nuages permanents, aurores boréales",Les îles flottantes furent créées lors du Grand Cataclysme il y a 5000 ans.,,690f895f7ca28b3902733219,2025-11-08T18:18:07.971000,2025-11-15T10:32:57.555000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
690f88707ca28b390273316f,Nyr'thalan,"Nyr'thalan, 'Les Profondeurs Obsidiennes', est un continent souterrain et de cavernes immenses. C'est le domaine des Nyr'thalan et d'autres races souterraines. Illuminé par des cristaux bioluminescents, c'est un monde féerique mais dangereux. La surface est une toundra désolée.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/035534645_Nyrthalan.png,Souterrain : température stable. Surface : polaire et glacial,"100 millions (80% races souterraines, 5% humains, 15% autres)","Réseau de cavernes gigantesques, rivières souterraines, forêts de champignons géants, lacs souterrains, cités taillées dans la roche",Les Nyr'thalan s'y sont réfugiés après une guerre ancienne il y a 4000 ans. ,,690f895f7ca28b390273321a,2025-11-08T18:18:07.971000,2025-11-15T10:33:31.959000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Îles de Sancrist,"Bien que techniquement un archipel plutôt qu'un continent, les Îles de Sancrist jouent un rôle crucial dans l'histoire de Krynn. L'île principale de Sancrist est le siège traditionnel des Chevaliers de Solamnia et abrite la forteresse de Sancrist, où le Conseil de Blancheur s'est réuni pendant la Guerre des Lances. Les îles sont stratégiquement situées à l'ouest d'Ansalon, contrôlant les routes maritimes vers l'océan Sirrion. Sancrist est une terre de collines verdoyantes, de côtes rocheuses et de forêts anciennes. L'île a servi de refuge aux Chevaliers de Solamnia après leur chute en disgrâce suite au Cataclysme. C'est également ici que le légendaire Huma Dragonbane a forgé la Dragonlance originale avec l'aide du dragon d'argent. Les îles voisines incluent Cristyne, Southern Ergoth, et plusieurs îles plus petites, chacune avec sa propre histoire et importance stratégique.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/c90f8270b_Sancrist.png,"Océanique tempéré, avec des hivers doux et des étés frais, brumes fréquentes","Environ 500 000 habitants, principalement humains","Archipel d'îles montagneuses avec des vallées fertiles, côtes rocheuses découpées, ports naturels profonds, forêts denses dans l'intérieur","Bastion des Chevaliers de Solamnia, lieu de la forge de la Dragonlance, site du Conseil de Blancheur pendant la Guerre des Lances",,68e1393cddc48f179ea6805b,2025-10-04T15:11:56.890000,2025-11-12T10:06:24.069000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Adlatum,"Adlatum est un continent au nord-ouest d'Ansalon, séparé par l'océan Turbidus. C'est une terre de contrastes extrêmes, avec des régions de haute magie côtoyant des zones complètement dépourvues de magie. Le continent a été profondément affecté par le Cataclysme, qui a créé la Grande Déchirure, une faille magique qui traverse le continent et altère la réalité elle-même. Adlatum est le foyer de civilisations anciennes et de ruines mystérieuses prédatant même l'empire d'Istar. Les royaumes d'Adlatum ont développé leurs propres traditions de chevalerie, de magie et de religion, souvent en ignorance totale des événements d'Ansalon. Le continent abrite des races uniques, notamment les Dejy, des humanoïdes à la peau cuivrée avec une affinité naturelle pour la magie, et les Tarmak, des humains géants et guerriers. Les forêts d'Adlatum sont anciennes et dangereuses, habitées par des créatures féeriques et des esprits de la nature.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/f83530c2a_Adlatum.png,"Tempéré au sud, devenant plus froid au nord, avec des zones de climat magiquement altéré près de la Grande Déchirure",Environ 8 millions d'habitants,"La Grande Déchirure traverse le continent du nord au sud, vastes forêts anciennes, chaînes de montagnes élevées, plaines fertiles dans les régions centrales","Civilisations anciennes prédatant Istar, fortement affecté par le Cataclysme avec la création de la Grande Déchirure, développement isolé de la culture et de la magie",,68e1393cddc48f179ea6805a,2025-10-04T15:11:56.890000,2025-11-12T10:23:04.788000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Continent de l'Ithin'carthia,"Ithin'carthia est un continent mystérieux et largement inexploré situé dans l'extrême sud de Krynn, au-delà des Terres de Glace d'Ansalon. Recouvert en grande partie de glaces éternelles et de toundra gelée, c'est une terre hostile où peu osent s'aventurer. Les légendes parlent de cités anciennes enfouies sous la glace, vestiges de civilisations disparues avant même le Cataclysme. Le continent est habité par des tribus barbares adaptées au froid extrême, des créatures de glace, et peut-être des dragons blancs dans leurs repaires glacés. Certains sages pensent qu'Ithin'carthia cache des secrets sur les origines de Krynn et pourrait abriter des artefacts de pouvoir immense, figés dans la glace depuis des millénaires. Les tempêtes de neige y sont féroces et constantes, et les aurores boréales dansent dans le ciel nocturne. Très peu d'expéditions ont jamais pénétré profondément dans ce continent et en sont revenues pour en parler.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/3f632b8e9_Ithincarthia.png,"Polaire, glacial en permanence, tempêtes de neige constantes, nuit polaire plusieurs mois par an","Moins de 100 000 habitants, principalement des tribus barbares","Calottes glaciaires massives, toundra gelée, montagnes de glace, icebergs flottants au large des côtes","Civilisations anciennes perdues sous la glace, exploration très limitée, légendes de cités enfouies et d'artefacts gelés",,68e1393cddc48f179ea6805c,2025-10-04T15:11:56.890000,2025-11-12T10:20:10.404000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Taladas,"Taladas est un vaste continent situé à l'est d'Ansalon, séparé par l'océan Courrain. Longtemps isolé et mystérieux pour les habitants d'Ansalon, Taladas possède sa propre histoire riche et complexe. Le continent est dominé par l'Empire Impérial de la Ligue, une confédération de cités-états humaines et minotaures, et abrite des cultures uniques qui ont évolué indépendamment de celles d'Ansalon. Taladas a été moins affecté par le Cataclysme qu'Ansalon, mais a connu ses propres catastrophes et guerres. Les races et les cultures y sont différentes, avec des traditions magiques et religieuses qui ont suivi leur propre chemin. Les elfes de Taladas, appelés Cha'asii, sont plus sauvages et tribaux que leurs cousins d'Ansalon. Le continent abrite également les Hulderfolk, une race de géants pacifiques, et diverses nations naines et gnomes. Les dragons sont moins présents qu'à Ansalon, mais d'autres dangers tout aussi redoutables existent.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/bf00749f7_Taladas.png,"Varié, généralement plus chaud qu'Ansalon avec de vastes savanes, jungles tropicales au sud, steppes au nord",Environ 12 millions d'habitants,"Grandes plaines centrales, jungles au sud, montagnes à l'ouest, vastes déserts dans certaines régions, archipels au large des côtes","Développement parallèle à Ansalon, création de la Ligue comme force dominante, moins affecté par le Cataclysme mais avec ses propres catastrophes",,68e1393cddc48f179ea68059,2025-10-04T15:11:56.890000,2025-11-12T10:18:22.805000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Ansalon,"Ansalon est le continent principal de Krynn et le théâtre de la plupart des grands événements de l'histoire moderne. C'est ici que la Guerre des Lances a fait rage, où les Héros de la Lance ont affronté les armées de la Reine des Ténèbres, et où se trouvent les nations les plus importantes du monde. Le continent a été profondément marqué par le Cataclysme il y a trois siècles, un événement cataclysmique qui a détruit l'empire d'Istar et remodelé la géographie entière. La Mer de Sang de Istar, un immense cratère inondé, marque l'emplacement de l'ancienne capitale théocratique. Ansalon abrite une grande diversité de peuples et de cultures : les fiers Chevaliers de Solamnia dans leurs forteresses, les nations elfiques de Qualinesti et Silvanesti, les royaumes nains sous les montagnes, les Plaines de Poussière où errent les barbares, et bien d'autres. Les trois Tours de Haute Sorcellerie (dont seule Wayreth reste accessible) se trouvent sur ce continent. C'est aussi le foyer des kenders insouciants de Kendermore et des draconiens créés par la magie noire.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/7b1ca2f12_Ansalon.png,"Varié : tempéré au nord, méditerranéen au centre, aride dans les Plaines de Poussière, glacial dans les Terres de Glace du sud",Environ 10 millions d'habitants de diverses races,"Dominé par la chaîne des Montagnes Kharolis à l'ouest, les Montagnes de Sangre, la Mer de Sang de Istar au centre-est, la Baie de Balifor, les vastes Plaines de Poussière au sud, et les Terres de Glace au sud extrême","Site de l'ancien empire d'Istar détruit par le Cataclysme (AC 0), théâtre de la Guerre des Lances (348-352 AC), berceau de la civilisation moderne de Krynn",,68e1393cddc48f179ea68058,2025-10-04T15:11:56.890000,2025-11-12T10:16:47.723000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
